online_order,book_table,location,approx_cost,category,city,status,stacked_cuisines,stacked_rest_type
No,No,MG Road,300.0,Desserts,Brigade Road,0,North Indian,Quick Bites
Yes,No,Jayanagar,600.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
No,No,MG Road,500.0,Cafes,Brigade Road,1,Fast Food,Cafe
Yes,No,Bannerghatta Road,450.0,Dine-out,Bannerghatta Road,0,Street Food,Casual Dining
Yes,Yes,JP Nagar,1300.0,Dine-out,Bannerghatta Road,1,Beverages,Casual Dining
Yes,Yes,JP Nagar,600.0,Delivery,Basavanagudi,1,Cafe,Casual Dining
No,Yes,Lavelle Road,1200.0,Delivery,Brigade Road,1,Mediterranean,Bar
No,No,Residency Road,1000.0,Dine-out,Brigade Road,1,Chinese,Bar
Yes,No,Jayanagar,800.0,Dine-out,Banashankari,1,Pizza,Casual Dining
Yes,Yes,Sarjapur Road,1500.0,Buffet,Bellandur,1,Pizza,Casual Dining
Yes,No,Basavanagudi,550.0,Delivery,Banashankari,1,Street Food,Casual Dining
Yes,Yes,Jayanagar,800.0,Cafes,Basavanagudi,1,Beverages,Casual Dining
Yes,Yes,Residency Road,800.0,Desserts,Brigade Road,1,Pizza,Casual Dining
Yes,No,Bellandur,600.0,Dine-out,Bellandur,0,Pizza,Bakery
No,No,Sarjapur Road,400.0,Desserts,Bellandur,1,Mithai,Quick Bites
Yes,No,Bellandur,600.0,Dine-out,Bellandur,0,Cafe,Quick Bites
Yes,No,Indiranagar,650.0,Delivery,Brigade Road,1,North Indian,Casual Dining
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Italian,Bar
Yes,No,Sarjapur Road,400.0,Delivery,Bellandur,0,Seafood,Quick Bites
Yes,Yes,JP Nagar,1100.0,Delivery,Bannerghatta Road,1,Chinese,Bar
Yes,No,Banashankari,550.0,Dine-out,Banashankari,1,Momos,Cafe
No,No,Basavanagudi,450.0,Delivery,Basavanagudi,0,Chinese,Casual Dining
Yes,No,Shanti Nagar,700.0,Delivery,Basavanagudi,0,Chinese,Casual Dining
No,No,Banashankari,1200.0,Dine-out,Banashankari,1,North Indian,Pub
Yes,No,Indiranagar,1000.0,Delivery,Brigade Road,1,Cafe,Casual Dining
Yes,No,Bellandur,600.0,Desserts,Bellandur,1,Desserts,Cafe
Yes,No,Banashankari,750.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
No,Yes,Jayanagar,800.0,Cafes,Basavanagudi,1,Continental,Cafe
Yes,No,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Thai,Casual Dining
No,No,BTM,400.0,Dine-out,Bannerghatta Road,0,Street Food,Quick Bites
Yes,No,Indiranagar,600.0,Delivery,Brigade Road,0,Vietnamese,Casual Dining
Yes,No,Bellandur,550.0,Delivery,Bellandur,1,Chinese,Casual Dining
No,Yes,JP Nagar,700.0,Delivery,Bannerghatta Road,1,Konkan,Casual Dining
Yes,Yes,Bellandur,600.0,Delivery,Bellandur,1,Asian,Casual Dining
No,Yes,Jayanagar,1000.0,Dine-out,Basavanagudi,1,Pizza,Bar
Yes,Yes,HSR,1300.0,Delivery,Bellandur,1,Continental,Casual Dining
Yes,No,Bellandur,600.0,Desserts,Bellandur,1,Cafe,Cafe
Yes,No,BTM,300.0,Delivery,Bannerghatta Road,1,Continental,Quick Bites
No,No,Jayanagar,400.0,Cafes,Basavanagudi,0,Fast Food,Cafe
Yes,No,Basavanagudi,400.0,Dine-out,Basavanagudi,1,Fast Food,Quick Bites
Yes,Yes,Church Street,1400.0,Delivery,Brigade Road,1,Seafood,Casual Dining
Yes,Yes,Residency Road,800.0,Delivery,Brigade Road,1,Healthy Food,Cafe
No,No,Jayanagar,1200.0,Delivery,Basavanagudi,1,North Indian,Food Court
Yes,No,MG Road,900.0,Delivery,Brigade Road,1,Chinese,Cafe
Yes,Yes,Bellandur,1400.0,Pubs and bars,Bellandur,1,North Indian,Casual Dining
Yes,No,Banashankari,800.0,Delivery,Basavanagudi,1,Fast Food,Cafe
Yes,Yes,Banashankari,600.0,Delivery,Banashankari,1,Italian,Cafe
No,Yes,JP Nagar,1000.0,Buffet,Bannerghatta Road,1,Biryani,Casual Dining
Yes,Yes,Bannerghatta Road,800.0,Drinks & nightlife,Bannerghatta Road,1,Seafood,Casual Dining
No,Yes,Lavelle Road,2100.0,Delivery,Brigade Road,1,Seafood,Casual Dining
No,No,Richmond Road,600.0,Delivery,Brigade Road,1,North Indian,Casual Dining
No,Yes,Jayanagar,800.0,Delivery,Basavanagudi,0,Chinese,Casual Dining
Yes,Yes,Lavelle Road,1400.0,Dine-out,Brigade Road,1,North Indian,Casual Dining
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Bellandur,600.0,Desserts,Bellandur,0,Burger,Quick Bites
No,No,Basavanagudi,300.0,Dine-out,Basavanagudi,1,Fast Food,Quick Bites
No,No,MG Road,500.0,Cafes,Brigade Road,1,Desserts,Cafe
Yes,No,Sarjapur Road,1500.0,Drinks & nightlife,Bellandur,1,Chinese,Bar
Yes,Yes,Cunningham Road,1100.0,Delivery,Brigade Road,1,South Indian,Casual Dining
Yes,Yes,Residency Road,800.0,Cafes,Brigade Road,1,Healthy Food,Casual Dining
Yes,No,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,Continental,Casual Dining
Yes,No,Brigade Road,650.0,Delivery,Brigade Road,1,Burger,Cafe
Yes,No,Basavanagudi,400.0,Delivery,Basavanagudi,1,Kebab,Quick Bites
Yes,Yes,Bannerghatta Road,1200.0,Drinks & nightlife,Bannerghatta Road,1,North Indian,Bar
Yes,Yes,Bannerghatta Road,800.0,Dine-out,Bannerghatta Road,1,North Indian,Casual Dining
Yes,Yes,Marathahalli,1700.0,Delivery,Bellandur,1,European,Casual Dining
Yes,No,Banashankari,450.0,Dine-out,Basavanagudi,0,North Indian,Quick Bites
Yes,Yes,Bannerghatta Road,900.0,Delivery,Bannerghatta Road,1,Seafood,Casual Dining
Yes,No,Basavanagudi,200.0,Dine-out,Banashankari,1,Fast Food,Quick Bites
Yes,Yes,Bannerghatta Road,1200.0,Delivery,Bannerghatta Road,1,Pizza,Casual Dining
Yes,No,Bellandur,500.0,Delivery,Bellandur,0,North Indian,Quick Bites
Yes,Yes,JP Nagar,1200.0,Dine-out,Bannerghatta Road,1,Chinese,Bar
No,No,Commercial Street,500.0,Dine-out,Brigade Road,1,Chinese,Casual Dining
Yes,No,Basavanagudi,500.0,Delivery,Banashankari,1,Juices,Quick Bites
Yes,No,JP Nagar,600.0,Dine-out,Bannerghatta Road,1,Momos,Casual Dining
Yes,No,Bellandur,450.0,Delivery,Bellandur,0,North Indian,Quick Bites
Yes,Yes,Cunningham Road,1800.0,Buffet,Brigade Road,1,North Indian,Casual Dining
Yes,No,Bellandur,300.0,Desserts,Bellandur,1,Desserts,Dessert Parlor
Yes,No,Infantry Road,650.0,Delivery,Brigade Road,0,Cafe,Cafe
Yes,Yes,Sarjapur Road,1300.0,Buffet,Bellandur,1,North Indian,Pub
Yes,Yes,Bannerghatta Road,600.0,Dine-out,Bannerghatta Road,0,BBQ,Casual Dining
No,No,Bellandur,1000.0,Dine-out,Bellandur,0,Asian,Casual Dining
No,No,Bellandur,550.0,Dine-out,Bellandur,1,European,Cafe
Yes,No,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,Italian,Quick Bites
Yes,No,Jayanagar,700.0,Dine-out,Basavanagudi,0,Mangalorean,Casual Dining
No,No,Bannerghatta Road,400.0,Dine-out,Bannerghatta Road,0,Kebab,Casual Dining
Yes,No,MG Road,200.0,Delivery,Brigade Road,1,Street Food,Sweet Shop
Yes,No,Frazer Town,300.0,Delivery,Brigade Road,0,Bakery,Bakery
No,No,Basavanagudi,550.0,Cafes,Banashankari,1,Cafe,Casual Dining
Yes,Yes,Brigade Road,700.0,Delivery,Brigade Road,1,Bar Food,Casual Dining
No,Yes,Residency Road,3400.0,Buffet,Brigade Road,1,Thai,Fine Dining
Yes,No,Domlur,300.0,Delivery,Brigade Road,1,Kerala,Quick Bites
No,No,JP Nagar,350.0,Dine-out,Bannerghatta Road,1,Biryani,Quick Bites
Yes,Yes,JP Nagar,1100.0,Delivery,Bannerghatta Road,1,Thai,Bar
No,Yes,Lavelle Road,1500.0,Dine-out,Brigade Road,1,Salad,Casual Dining
Yes,No,JP Nagar,500.0,Delivery,Bannerghatta Road,1,Beverages,Dessert Parlor
Yes,Yes,Banashankari,600.0,Delivery,Basavanagudi,1,Italian,Cafe
Yes,Yes,HSR,1300.0,Delivery,Bellandur,1,Italian,Cafe
Yes,Yes,JP Nagar,800.0,Dine-out,Bannerghatta Road,1,North Indian,Cafe
No,Yes,Jayanagar,700.0,Buffet,Basavanagudi,0,Chinese,Casual Dining
No,No,Jayanagar,150.0,Desserts,Basavanagudi,1,Ice Cream,Dessert Parlor
Yes,No,Jayanagar,650.0,Delivery,Banashankari,1,Pizza,Cafe
No,No,Richmond Road,2000.0,Dine-out,Brigade Road,1,Finger Food,Bar
Yes,No,Jayanagar,400.0,Dine-out,Basavanagudi,1,North Indian,Quick Bites
No,No,Jayanagar,200.0,Desserts,Basavanagudi,1,Mithai,Dessert Parlor
Yes,No,JP Nagar,700.0,Cafes,Bannerghatta Road,0,Italian,Cafe
Yes,No,Jayanagar,700.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
Yes,No,Sarjapur Road,1500.0,Pubs and bars,Bellandur,1,North Indian,Bar
Yes,Yes,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Cafe,Cafe
No,No,Basavanagudi,1100.0,Dine-out,Basavanagudi,0,Chinese,Pub
No,No,JP Nagar,350.0,Delivery,Bannerghatta Road,1,Chinese,Quick Bites
Yes,No,Bellandur,600.0,Desserts,Bellandur,0,Fast Food,Quick Bites
No,No,Banashankari,1200.0,Delivery,Basavanagudi,1,Continental,Pub
Yes,No,BTM,800.0,Delivery,Bannerghatta Road,0,Biryani,Casual Dining
No,Yes,St. Marks Road,1200.0,Dine-out,Brigade Road,1,Italian,Casual Dining
Yes,No,Banashankari,450.0,Delivery,Basavanagudi,1,North Indian,Delivery
Yes,No,Vasanth Nagar,400.0,Delivery,Brigade Road,0,Chinese,Quick Bites
Yes,Yes,BTM,1600.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
No,Yes,Ulsoor,1600.0,Buffet,Brigade Road,1,European,Casual Dining
No,Yes,Brigade Road,1300.0,Dine-out,Brigade Road,1,North Indian,Bar
Yes,No,BTM,500.0,Delivery,Bannerghatta Road,1,Cafe,Cafe
Yes,No,JP Nagar,300.0,Dine-out,Bannerghatta Road,1,North Indian,Quick Bites
Yes,No,Banashankari,800.0,Cafes,Banashankari,1,Italian,Cafe
Yes,No,JP Nagar,650.0,Cafes,Bannerghatta Road,1,Beverages,Cafe
Yes,Yes,Jayanagar,800.0,Delivery,Basavanagudi,1,Beverages,Casual Dining
Yes,Yes,Basavanagudi,600.0,Dine-out,Basavanagudi,1,Cafe,Cafe
No,Yes,Jayanagar,1350.0,Dine-out,Basavanagudi,1,Afghani,Casual Dining
No,Yes,Marathahalli,1500.0,Pubs and bars,Bellandur,1,European,Bar
Yes,No,HSR,250.0,Delivery,Bellandur,1,Tea,Beverage Shop
No,No,Lavelle Road,1500.0,Dine-out,Brigade Road,1,Modern Indian,Casual Dining
Yes,No,HSR,400.0,Delivery,Bellandur,0,Street Food,Quick Bites
Yes,No,Race Course Road,450.0,Delivery,Brigade Road,1,Desserts,Quick Bites
No,No,St. Marks Road,900.0,Delivery,Brigade Road,1,Cafe,Cafe
No,No,St. Marks Road,300.0,Delivery,Brigade Road,0,Biryani,Quick Bites
Yes,Yes,MG Road,1800.0,Dine-out,Brigade Road,1,Asian,Casual Dining
Yes,No,JP Nagar,700.0,Cafes,Bannerghatta Road,0,Cafe,Cafe
Yes,No,Bellandur,600.0,Dine-out,Bellandur,0,Cafe,Bakery
Yes,Yes,Sarjapur Road,1400.0,Pubs and bars,Bellandur,1,North Indian,Microbrewery
Yes,Yes,HSR,600.0,Delivery,Bellandur,1,Italian,Casual Dining
Yes,Yes,Bannerghatta Road,1200.0,Drinks & nightlife,Bannerghatta Road,1,Italian,Bar
Yes,No,Kumaraswamy Layout,300.0,Delivery,Banashankari,0,Chinese,Quick Bites
Yes,No,Brigade Road,650.0,Dine-out,Brigade Road,1,Italian,Cafe
Yes,No,Lavelle Road,1600.0,Delivery,Brigade Road,1,European,Casual Dining
Yes,No,Jayanagar,250.0,Delivery,Basavanagudi,1,Ice Cream,Quick Bites
Yes,Yes,Marathahalli,1500.0,Pubs and bars,Bellandur,1,North Indian,Casual Dining
Yes,Yes,Jayanagar,1000.0,Delivery,Banashankari,1,South Indian,Casual Dining
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Street Food,Quick Bites
Yes,No,Bannerghatta Road,700.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
Yes,Yes,Marathahalli,1100.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,Yes,Bellandur,1000.0,Drinks & nightlife,Bellandur,1,North Indian,Casual Dining
Yes,Yes,JP Nagar,1300.0,Drinks & nightlife,Bannerghatta Road,1,Finger Food,Pub
Yes,No,Bellandur,300.0,Dine-out,Bellandur,1,North Indian,Quick Bites
Yes,No,Domlur,300.0,Delivery,Brigade Road,1,Biryani,Quick Bites
Yes,No,Jayanagar,500.0,Delivery,Basavanagudi,1,Burger,Quick Bites
Yes,No,Bannerghatta Road,550.0,Dine-out,Bannerghatta Road,0,Chinese,Casual Dining
Yes,No,Bellandur,950.0,Dine-out,Bellandur,1,North Indian,Casual Dining
No,No,Basavanagudi,350.0,Dine-out,Basavanagudi,1,South Indian,Casual Dining
Yes,No,Sarjapur Road,400.0,Delivery,Bellandur,0,South Indian,Quick Bites
Yes,No,Residency Road,400.0,Cafes,Brigade Road,1,Desserts,Quick Bites
Yes,Yes,Bellandur,1800.0,Pubs and bars,Bellandur,1,Tex-Mex,Bar
No,Yes,Shanti Nagar,800.0,Delivery,Brigade Road,1,Modern Indian,Casual Dining
Yes,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,1,Burger,Quick Bites
No,Yes,Shanti Nagar,800.0,Delivery,Brigade Road,1,Pizza,Casual Dining
Yes,No,HSR,250.0,Delivery,Bellandur,1,Fast Food,Beverage Shop
No,No,Bellandur,600.0,Dine-out,Bellandur,0,Fast Food,Bakery
Yes,Yes,Banashankari,600.0,Delivery,Banashankari,1,Italian,Cafe
No,No,Basavanagudi,450.0,Dine-out,Banashankari,0,North Indian,Casual Dining
Yes,Yes,Sarjapur Road,1400.0,Delivery,Bellandur,1,North Indian,Casual Dining
No,No,Jayanagar,200.0,Delivery,Basavanagudi,1,South Indian,Sweet Shop
Yes,No,Bellandur,750.0,Delivery,Bellandur,1,Mughlai,Casual Dining
Yes,Yes,Church Street,1000.0,Dine-out,Brigade Road,1,Steak,Casual Dining
Yes,No,Sarjapur Road,400.0,Delivery,Bellandur,1,Beverages,Delivery
Yes,No,Sarjapur Road,600.0,Dine-out,Bellandur,0,Rolls,Casual Dining
No,No,Church Street,900.0,Delivery,Brigade Road,1,Continental,Casual Dining
Yes,Yes,Banashankari,800.0,Delivery,Banashankari,1,Mughlai,Casual Dining
Yes,No,BTM,500.0,Delivery,Bannerghatta Road,0,Chinese,Casual Dining
Yes,No,Brigade Road,650.0,Cafes,Brigade Road,1,Italian,Cafe
Yes,Yes,Sarjapur Road,1500.0,Delivery,Bellandur,1,Seafood,Casual Dining
Yes,No,Race Course Road,1500.0,Delivery,Brigade Road,1,Chinese,Bar
No,No,City Market,650.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Jayanagar,500.0,Dine-out,Basavanagudi,1,Healthy Food,Casual Dining
Yes,Yes,Cunningham Road,1000.0,Delivery,Brigade Road,1,Cafe,Casual Dining
Yes,No,JP Nagar,650.0,Dine-out,Bannerghatta Road,0,Thai,Casual Dining
Yes,No,Indiranagar,400.0,Delivery,Brigade Road,1,Desserts,Cafe
No,No,Banashankari,800.0,Drinks & nightlife,Banashankari,0,North Indian,Bar
Yes,No,Richmond Road,700.0,Desserts,Brigade Road,1,Cafe,Cafe
No,No,Ulsoor,750.0,Dine-out,Brigade Road,1,Salad,Cafe
Yes,No,Jayanagar,500.0,Dine-out,Basavanagudi,1,Healthy Food,Quick Bites
Yes,No,Mysore Road,750.0,Delivery,Banashankari,0,North Indian,Casual Dining
Yes,Yes,Cunningham Road,1300.0,Desserts,Brigade Road,1,Thai,Pub
No,Yes,JP Nagar,1500.0,Dine-out,Bannerghatta Road,1,European,Bar
Yes,Yes,Shanti Nagar,1200.0,Delivery,Brigade Road,1,Biryani,Casual Dining
Yes,No,Cunningham Road,750.0,Delivery,Brigade Road,1,Burger,Cafe
Yes,Yes,Brigade Road,1600.0,Delivery,Brigade Road,1,Continental,Casual Dining
Yes,No,BTM,350.0,Delivery,Bannerghatta Road,0,North Indian,Quick Bites
Yes,Yes,Sarjapur Road,1400.0,Drinks & nightlife,Bellandur,1,Italian,Pub
Yes,No,Basavanagudi,500.0,Dine-out,Basavanagudi,0,Fast Food,Quick Bites
Yes,No,Frazer Town,250.0,Delivery,Brigade Road,1,Rolls,Quick Bites
Yes,Yes,Sarjapur Road,1500.0,Dine-out,Bellandur,1,Pizza,Casual Dining
Yes,Yes,JP Nagar,1200.0,Delivery,Bannerghatta Road,1,North Indian,Casual Dining
Yes,No,Frazer Town,650.0,Delivery,Brigade Road,1,American,Takeaway
Yes,No,Basavanagudi,300.0,Delivery,Brigade Road,0,North Indian,Quick Bites
Yes,No,Sarjapur Road,800.0,Dine-out,Bellandur,0,Seafood,Casual Dining
Yes,No,Bellandur,1700.0,Dine-out,Bellandur,1,American,Pub
Yes,Yes,Indiranagar,1400.0,Delivery,Brigade Road,1,American,Takeaway
Yes,No,JP Nagar,600.0,Cafes,Bannerghatta Road,1,Sandwich,Cafe
No,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,1,Biryani,Cafe
Yes,Yes,Richmond Road,1200.0,Delivery,Basavanagudi,1,Andhra,Casual Dining
Yes,No,Bannerghatta Road,500.0,Desserts,Bannerghatta Road,1,Belgian,Kiosk
Yes,Yes,Bannerghatta Road,1000.0,Dine-out,Bannerghatta Road,1,Chinese,Casual Dining
No,Yes,MG Road,1500.0,Dine-out,Brigade Road,1,Chinese,Pub
Yes,No,Indiranagar,400.0,Delivery,Brigade Road,1,Fast Food,Quick Bites
No,Yes,Jayanagar,800.0,Delivery,Basavanagudi,1,Cafe,Cafe
Yes,No,Mysore Road,750.0,Delivery,Banashankari,0,Chinese,Casual Dining
Yes,No,Vasanth Nagar,300.0,Delivery,Brigade Road,1,Italian,Cafe
Yes,No,Banashankari,700.0,Dine-out,Basavanagudi,1,Italian,Cafe
No,No,Residency Road,500.0,Buffet,Brigade Road,1,Chinese,Casual Dining
Yes,Yes,Sarjapur Road,1400.0,Pubs and bars,Bellandur,1,North Indian,Bar
Yes,No,Richmond Road,450.0,Delivery,Brigade Road,1,Salad,Delivery
No,Yes,Lavelle Road,1200.0,Dine-out,Brigade Road,1,Kebab,Bar
No,Yes,JP Nagar,1600.0,Dine-out,Bannerghatta Road,1,Mediterranean,Casual Dining
No,Yes,Marathahalli,2500.0,Dine-out,Bellandur,1,North Indian,Lounge
No,Yes,Marathahalli,1500.0,Dine-out,Bellandur,1,Mediterranean,Casual Dining
Yes,Yes,Banashankari,1200.0,Delivery,Banashankari,1,Kebab,Casual Dining
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,0,Pizza,Quick Bites
Yes,Yes,Bellandur,1400.0,Dine-out,Bellandur,1,Mexican,Bar
Yes,Yes,JP Nagar,1300.0,Delivery,Bannerghatta Road,1,Finger Food,Pub
Yes,Yes,Jayanagar,1300.0,Dine-out,Basavanagudi,1,Salad,Casual Dining
No,No,JP Nagar,1200.0,Delivery,Bannerghatta Road,1,South Indian,Casual Dining
Yes,No,Sarjapur Road,300.0,Delivery,Bellandur,0,Chinese,Quick Bites
No,No,Sarjapur Road,400.0,Delivery,Bellandur,1,Mithai,Quick Bites
Yes,No,Basavanagudi,500.0,Delivery,Banashankari,1,Juices,Quick Bites
No,No,Banashankari,300.0,Delivery,Basavanagudi,0,Fast Food,Quick Bites
Yes,No,Banashankari,800.0,Desserts,Basavanagudi,1,Mexican,Casual Dining
Yes,No,Jayanagar,550.0,Delivery,Banashankari,1,South Indian,Casual Dining
No,No,Basavanagudi,150.0,Dine-out,Banashankari,1,Street Food,Quick Bites
Yes,No,Bellandur,650.0,Delivery,Bellandur,1,Biryani,Casual Dining
Yes,No,Bannerghatta Road,300.0,Dine-out,Bannerghatta Road,1,Chinese,Quick Bites
Yes,No,Bellandur,500.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,No,Jayanagar,300.0,Delivery,Banashankari,1,Fast Food,Quick Bites
Yes,Yes,JP Nagar,600.0,Dine-out,Bannerghatta Road,1,Pizza,Casual Dining
Yes,No,BTM,350.0,Delivery,Bannerghatta Road,0,Oriya,Quick Bites
No,Yes,JP Nagar,1600.0,Dine-out,Bannerghatta Road,1,North Indian,Casual Dining
Yes,Yes,JP Nagar,1200.0,Drinks & nightlife,Bannerghatta Road,1,Finger Food,Bar
Yes,No,Basavanagudi,500.0,Delivery,Banashankari,1,Street Food,Quick Bites
Yes,No,Jayanagar,800.0,Dine-out,Basavanagudi,0,Seafood,Casual Dining
Yes,Yes,Banashankari,600.0,Delivery,Banashankari,1,Cafe,Cafe
Yes,No,Banashankari,700.0,Dine-out,Banashankari,1,Italian,Cafe
No,Yes,Sarjapur Road,1900.0,Drinks & nightlife,Bellandur,1,Mexican,Pub
Yes,Yes,Sarjapur Road,1200.0,Delivery,Bellandur,1,Chinese,Casual Dining
Yes,Yes,Lavelle Road,1300.0,Dine-out,Brigade Road,1,Chinese,Casual Dining
Yes,Yes,Indiranagar,1200.0,Delivery,Brigade Road,1,North Indian,Casual Dining
No,No,Jayanagar,400.0,Dine-out,Basavanagudi,1,Biryani,Quick Bites
Yes,Yes,Jayanagar,1200.0,Drinks & nightlife,Basavanagudi,1,Continental,Pub
Yes,No,Wilson Garden,1000.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Sarjapur Road,1500.0,Pubs and bars,Bellandur,1,Chinese,Casual Dining
Yes,No,Indiranagar,550.0,Delivery,Brigade Road,0,Kerala,Casual Dining
No,Yes,Shanti Nagar,800.0,Dine-out,Brigade Road,1,Continental,Casual Dining
No,No,Residency Road,400.0,Desserts,Brigade Road,1,Beverages,Dessert Parlor
Yes,Yes,Bannerghatta Road,600.0,Delivery,Bannerghatta Road,0,Fast Food,Casual Dining
Yes,Yes,Richmond Road,1000.0,Delivery,Brigade Road,1,Mangalorean,Casual Dining
No,Yes,Lavelle Road,1200.0,Dine-out,Brigade Road,1,Kebab,Casual Dining
Yes,No,Jayanagar,450.0,Cafes,Basavanagudi,0,Cafe,Cafe
Yes,No,MG Road,200.0,Delivery,Brigade Road,1,Street Food,Quick Bites
Yes,Yes,Bellandur,1500.0,Buffet,Bellandur,1,North Indian,Bar
No,Yes,Residency Road,2000.0,Buffet,Brigade Road,1,North Indian,Fine Dining
Yes,Yes,Bannerghatta Road,1200.0,Drinks & nightlife,Bannerghatta Road,1,North Indian,Bar
Yes,No,Ulsoor,800.0,Cafes,Brigade Road,1,Steak,Cafe
No,Yes,Banashankari,1300.0,Dine-out,Banashankari,1,Finger Food,Lounge
Yes,Yes,Jayanagar,1200.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Indiranagar,500.0,Delivery,Brigade Road,1,Cafe,Cafe
Yes,Yes,Bannerghatta Road,900.0,Delivery,Basavanagudi,1,Rolls,Casual Dining
Yes,Yes,Sarjapur Road,1400.0,Pubs and bars,Bellandur,1,North Indian,Casual Dining
No,No,Richmond Road,1000.0,Delivery,Brigade Road,0,North Indian,Cafe
Yes,No,Brigade Road,750.0,Dine-out,Brigade Road,1,Chinese,Casual Dining
Yes,Yes,Cunningham Road,1100.0,Delivery,Brigade Road,1,Andhra,Casual Dining
Yes,Yes,Indiranagar,1500.0,Delivery,Brigade Road,1,Finger Food,Bar
No,Yes,Sarjapur Road,2000.0,Dine-out,Bellandur,1,Thai,Fine Dining
No,No,Lavelle Road,1500.0,Dine-out,Brigade Road,1,Mexican,Lounge
Yes,No,Banashankari,300.0,Delivery,Basavanagudi,1,Street Food,Quick Bites
Yes,No,Bellandur,1700.0,Pubs and bars,Bellandur,1,European,Pub
No,Yes,Residency Road,3400.0,Buffet,Brigade Road,1,Thai,Fine Dining
No,Yes,MG Road,3000.0,Buffet,Brigade Road,1,North Indian,Fine Dining
No,No,Shivajinagar,300.0,Delivery,Brigade Road,1,Beverages,Quick Bites
Yes,No,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,Italian,Cafe
Yes,No,Richmond Road,700.0,Delivery,Brigade Road,1,Pizza,Cafe
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,Rajasthani,Casual Dining
Yes,Yes,Brigade Road,1600.0,Dine-out,Brigade Road,1,Finger Food,Bar
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,Pizza,Dessert Parlor
Yes,Yes,Jayanagar,1200.0,Delivery,Basavanagudi,1,Pizza,Pub
Yes,No,Banashankari,300.0,Delivery,Banashankari,1,Street Food,Quick Bites
Yes,Yes,Ulsoor,1200.0,Dine-out,Brigade Road,1,American,Casual Dining
No,Yes,Bellandur,1600.0,Dine-out,Bellandur,1,Italian,Casual Dining
Yes,No,Brigade Road,180.0,Delivery,Brigade Road,1,Desserts,Dessert Parlor
Yes,No,Sarjapur Road,400.0,Dine-out,Bellandur,0,Fast Food,Quick Bites
No,Yes,Church Street,1200.0,Dine-out,Brigade Road,1,Seafood,Casual Dining
No,No,JP Nagar,800.0,Desserts,Bannerghatta Road,0,Desserts,Dessert Parlor
No,No,Residency Road,1500.0,Dine-out,Brigade Road,1,Salad,Casual Dining
Yes,No,Jayanagar,700.0,Delivery,Banashankari,0,Chinese,Casual Dining
Yes,No,Ulsoor,700.0,Desserts,Brigade Road,1,Cafe,Cafe
Yes,No,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,1,Ice Cream,Dessert Parlor
Yes,No,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Momos,Casual Dining
No,No,Lavelle Road,1500.0,Dine-out,Brigade Road,1,Indonesian,Casual Dining
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Biryani,Quick Bites
Yes,No,BTM,300.0,Delivery,Basavanagudi,0,Street Food,Quick Bites
No,No,Church Street,900.0,Dine-out,Brigade Road,1,Italian,Cafe
Yes,No,Banashankari,650.0,Delivery,Basavanagudi,1,Biryani,Casual Dining
No,Yes,Lavelle Road,1200.0,Dine-out,Brigade Road,1,Mediterranean,Bar
Yes,Yes,Bellandur,1400.0,Pubs and bars,Bellandur,1,Mexican,Bar
Yes,No,Jayanagar,250.0,Delivery,Basavanagudi,0,Tea,Beverage Shop
No,No,Lavelle Road,1400.0,Desserts,Brigade Road,1,Italian,Cafe
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,1,North Indian,Casual Dining
Yes,Yes,Bannerghatta Road,1000.0,Delivery,Bannerghatta Road,1,North Indian,Casual Dining
No,No,Bannerghatta Road,800.0,Delivery,Bannerghatta Road,0,North Indian,Casual Dining
Yes,No,Frazer Town,700.0,Delivery,Brigade Road,1,Mughlai,Casual Dining
No,No,Residency Road,1000.0,Dine-out,Brigade Road,1,Chinese,Bar
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,0,Street Food,Quick Bites
